Account UUID,Billing Account Name,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference
ae11ed89-7d0f-4337-bfba-40b3d3064dde,,1.0,0.0,1.0,1.0
33ddc290-d043-0134-c87c-0242ac113508,"Jet.com, Inc",-12.0,0.0,-12.0,12.0
2659c3f9-2cc5-42cc-bd17-4a4442e85eb2,PM Collective,1.0,2.0,-1.0,1.0
0dbcc5d6-33ed-4121-ad82-5cf65e27e151,Hashtag Paid,0.0,2.0,-2.0,2.0
404c95e3-2ed4-483c-9742-e601002c5f0c,以奥膜技术（上海）有限公司,7.0,1.0,6.0,6.0
9c11efd6-ef22-4c1c-b2d2-65264b278784,TAA Properties,2.0,0.0,2.0,2.0
933dbb81-2c16-4bdc-b4c3-0063b7d2f560,The Connect Group,-2.0,0.0,-2.0,2.0
235af585-63a7-4e72-bbdb-2cc7127ce141,Zendesk,78.0,48.0,30.0,30.0
c8f810f4-198c-4c9c-89b5-c5e5e8501303,El viajero Hostels,13.0,6.0,7.0,7.0
a20637f0-82c3-0136-6849-0242ac111c12,Cheryl Standing,3.0,6.0,-3.0,3.0
1f2b8440-8f60-0136-a029-0242ac11720c,,29.0,0.0,29.0,29.0
f0eb5f60-85f4-0130-f79e-123138068411,Kugamon LLC,2.0,0.0,2.0,2.0
8c95dff8-3e76-4070-aeb4-03c4f1280296,,1.0,0.0,1.0,1.0
91ab14e0-ed91-0135-27b7-0242ac11560d,Blockchain of Things,-2.0,0.0,-2.0,2.0
919a2fd8-8731-4125-b5d3-5512af1518ac,Cuponomia,-4.0,0.0,-4.0,4.0
074bfcb0-d608-0134-b6a5-0242ac11350b,Datadog,11.0,18.0,-7.0,7.0
8f584bb6-1097-412c-b1f6-6f5bc7efeddc,AgilOne Inc.,0.0,2.0,-2.0,2.0
a2d22277-e141-466c-a1f4-062ccc8c23f5,World Fund,2.0,7.0,-5.0,5.0
31541856-955b-4fb4-a523-0c58bbb20f8c,Schindler Elevator Corporation,6.0,2.0,4.0,4.0
42baeae0-82e5-0136-a2fd-0242ac116712,PeopleLift,0.0,2.0,-2.0,2.0
287c2aa8-8ae8-419e-85cb-c710931ef5eb,Platterz,6.0,19.0,-13.0,13.0
1f8fe592-1170-4a68-9f37-8b5fcadc010c,Geemaps,-1.0,0.0,-1.0,1.0
e4248c0d-1d8f-4137-9ce7-0ee94f59e1eb,Ledger SAS,3.0,8.0,-5.0,5.0
80670c36-1954-488f-812f-f66d6ed1dae8,The Law Office of Nigel M. Atwell,-1.0,0.0,-1.0,1.0
ebef4dbf-a70a-4c89-a963-0e0577728fb5,A VIda no Centro,0.0,1.0,-1.0,1.0
8c24d19d-42be-4b37-a551-ee8a833d8254,YALBER,0.0,1.0,-1.0,1.0
56f37bc7-a3e1-4231-988c-f87c670efa65,CorticoMetrics LLC,-3.0,0.0,-3.0,3.0
5206f9d5-b70d-483a-b60f-d487f058f862,"Whyline, Inc.",0.0,2.0,-2.0,2.0
1004066f-056f-4384-9ce1-85fe6286e359,Bond chambers Limited,2.0,6.0,-4.0,4.0
42c6b440-7e29-0136-8260-0242ac116708,Weston Capital Partners LLC,2.0,4.0,-2.0,2.0
7132a660-7645-0136-09d5-0242ac115111,3Keys GmbH,7.0,9.0,-2.0,2.0
7993c2b6-ccaa-4be1-ab20-a2d36730336b,Vibrant Media Inc.,-4.0,0.0,-4.0,4.0
d75e08b9-558d-43f5-b055-6e58451a3b8c,World Vision Canada,1.0,0.0,1.0,1.0
cc0b68a0-8359-0134-56f0-62e4336c45ad,Strategy for Scale,0.0,1.0,-1.0,1.0
5dde0350-7d2a-0135-690e-0242ac112c08,HGD HELLMANN,0.0,2.0,-2.0,2.0
79d1667d-8d49-4b82-bc00-c78e093fe713,Bee London,4.0,0.0,4.0,4.0
d9668800-c114-0135-26a9-0242ac11150d,BlackHawk Mortgage,1.0,0.0,1.0,1.0
396d4677-e163-46fc-abd5-b96e00bdd613,,1.0,0.0,1.0,1.0
204d1610-7b96-0135-cabe-0242ac11570b,BlackNinja,-2.0,0.0,-2.0,2.0
271ef450-4ee0-0135-1452-0242ac112609,Take 23 Inc.,-1.0,0.0,-1.0,1.0
d7f0eeb2-3b7e-4fff-952c-688614d6f192,cecodeem,-5.0,0.0,-5.0,5.0
5e53775c-bdf4-4cbe-838b-33c137332158,,1.0,0.0,1.0,1.0
9564a4a0-d947-0135-899e-0242ac11570b,Remax,-1.0,0.0,-1.0,1.0
dd7ab550-eb0d-0134-2ec3-0242ac112c09,Cellular EMT,1.0,2.0,-1.0,1.0
6590500d-883b-41e0-bbc7-235ea42cdb6a,labworks.io,1.0,0.0,1.0,1.0
16a5b144-75bc-464a-b9fc-d7bb3355d503,"ItemMaster, LLC",4.0,6.0,-2.0,2.0
981c5666-57d7-4611-8550-323e59b86dc7,Darktrace Limited,0.0,3.0,-3.0,3.0
7c27efa4-a1df-46d2-93de-3e54807f2d81,Bartega Studio,4.0,8.0,-4.0,4.0
73db32bf-4d3a-47c6-acde-b12da71425e4,SS Solar,0.0,4.0,-4.0,4.0
ee67ad60-72fc-0136-1866-0242ac114a0c,SubItUp.com,0.0,1.0,-1.0,1.0
2720740f-3132-4b7b-9556-3f7fd7ef1eec,郝臻,0.0,1.0,-1.0,1.0
65560bc0-9376-4442-9d2b-b73a68ce5639,Myplay USA,4.0,7.0,-3.0,3.0
302b44f0-81d5-0135-c879-0242ac115609,Urgent Vets LLC,2.0,4.0,-2.0,2.0
caf55b30-7d6a-0136-2bf7-0242ac11510b,Jason Scott,1.0,2.0,-1.0,1.0
41779207-9f12-4636-b771-8962521b98a2,,1.0,0.0,1.0,1.0
1f8b5f7b-e580-46ed-9bc1-086f32356f7b,MailMunch,0.0,2.0,-2.0,2.0
cfd45d3e-d5e6-4628-b88b-80bf013ae2c3,Timewatch,0.0,1.0,-1.0,1.0
75357360-2c38-0135-eebf-0242ac112610,Gattaca,-1.0,0.0,-1.0,1.0
b11b50f0-ec3d-418f-8437-cf33cc660483,tamer,0.0,1.0,-1.0,1.0
cc6d355e-fec6-428b-b1d7-6ce1048d2117,McFrank & Williams Advertising Agency,-2.0,0.0,-2.0,2.0
e715a810-5e79-0134-c673-4659aec0da7b,Project 500/WRAG,9.0,6.0,3.0,3.0
bdfb1050-545d-0135-ffef-0242ac112607,Delta Heed LLc,-3.0,0.0,-3.0,3.0
520a09f8-dada-4392-bc1b-6f6e645170c7,Adsquare Inc.,1.0,2.0,-1.0,1.0
42740bd9-f045-43a2-8c80-55154a0ccf2f,Revlon,-6.0,0.0,-6.0,6.0
df3f163e-85af-4751-958b-759acd296d5e,AIS Digital,-2.0,0.0,-2.0,2.0
31f86e81-9371-4333-af0a-7275f53d347f,Electricity Billing / Utilibills Inc. / Waterworks / Utility Billing,-2.0,0.0,-2.0,2.0
cbf1becd-32fb-401c-9c20-c4172c9c70bd,Nissi Global Education,-1.0,0.0,-1.0,1.0
d85b2ef2-3aff-4f54-a122-68adc03cbb2e,Agro Staff,0.0,1.0,-1.0,1.0
0f171bb6-3291-4f63-bb63-e94076712677,PharmiWeb Solutions,-3.0,0.0,-3.0,3.0
beececa5-c348-4e84-a7eb-cde61fb6d03c,Mcs Air Solutions,-4.0,0.0,-4.0,4.0
04150b6d-68bc-4fc1-a408-dfbb4002f53b,Digital Sports & Entertainment Management,0.0,1.0,-1.0,1.0
04fc81b0-6da2-4e00-8ab4-5fd5650ac4c6,Learnta Inc.,1.0,0.0,1.0,1.0
50df0636-dcb1-421d-b32b-50127c54c845,Morgenstern Capital,11.0,5.0,6.0,6.0
34b71f9c-371e-42e2-8531-b71218ed5dfe,"Funnel, Inc.",5.0,25.0,-20.0,20.0
b49bbe80-4952-0135-8a39-0242ac113a10,,1.0,0.0,1.0,1.0
425834b7-316f-4024-a578-d6caf54b90e1,Wi nails,-2.0,0.0,-2.0,2.0
5208f706-324c-4280-a4a0-734fe35570f2,AxonVibe,-2.0,0.0,-2.0,2.0
c67e56d0-5b91-0136-69de-0242ac114a0c,Credit Vista Technologies LLC,2.0,6.0,-4.0,4.0
f222185d-cb8e-4252-b986-c6f0e3ed32ca,"Colmore, Inc.",4.0,14.0,-10.0,10.0
5f403296-e460-4342-a1e3-b06bac1d388e,Music Audience Exchange,0.0,6.0,-6.0,6.0
47c60e58-050f-4ada-aa97-e5d10e9fc03c,Harlem Lacrosse and Leadership,0.0,1.0,-1.0,1.0
5dfb2fdd-65c3-4a34-800e-0d7ebc8b86fb,VMC Media,-3.0,0.0,-3.0,3.0
83549920-e8f1-0135-3506-0242ac11210d,SQDM S.A.S,6.0,0.0,6.0,6.0
dd937870-dfb7-0134-5396-0242ac112c0a,TAVOPO,-5.0,0.0,-5.0,5.0
03619aa5-96fa-49b6-91d5-a6722388a929,Open Venture Studio,0.0,2.0,-2.0,2.0
b7e938e6-4044-4638-82b4-24dd417bf591,Dole,35.0,36.0,-1.0,1.0
3421c956-aaeb-4236-9e3e-3290d42c041f,,1.0,0.0,1.0,1.0
28489320-5895-0135-407f-0242ac11260e,Ball & Morris Advertising,-1.0,0.0,-1.0,1.0
7bbec300-1ebe-4f26-b8cf-36e89fdbd4d0,한미iBT교육원,0.0,1.0,-1.0,1.0
3303ef27-1189-4b31-bb0b-cc4ff3f80f78,Response Concept ES,-1.0,0.0,-1.0,1.0
03908e60-65a8-0136-4436-0242ac114a0f,Impetus Finance,0.0,1.0,-1.0,1.0
6825ab80-b1cc-0135-d063-0242ac116709,Gondim Advogados,-1.0,0.0,-1.0,1.0
76631311-32de-445c-adaf-0e499f8455de,,1.0,0.0,1.0,1.0
702f6d54-f7d7-4cb8-b14b-d644cde15dbe,Bunker Capital,4.0,6.0,-2.0,2.0
0d2f055f-a524-46d5-a976-854d39c3fb5e,LiveIntent,16.0,13.0,3.0,3.0
dbb674fe-43f6-4b20-b5d1-dd2079e36d55,Micro Commercial Components,1.0,2.0,-1.0,1.0
f0774e4e-55e8-42be-8892-bf6f0f04cd85,KitoTech Medical,0.0,2.0,-2.0,2.0
4a7c43e1-7d4b-43c6-b375-1459caf645a8,visualmerc,-2.0,0.0,-2.0,2.0
595b7170-7e2a-0136-8112-0242ac112112,Unilever Brasil Ltda,11.0,12.0,-1.0,1.0
13d2861b-73c8-4e68-9d05-ba680fc2566d,WP 28,-1.0,3.0,-4.0,4.0
cf86a410-71f5-0136-7f0d-0242ac115706,salut ventures,2.0,0.0,2.0,2.0
95b9cb8f-3c53-45d0-a8ec-b613941eff9a,,1.0,0.0,1.0,1.0
46835740-7daa-0135-69a4-0242ac112c08,Snappy Gifts LTD,1.0,4.0,-3.0,3.0
e27c08c6-2893-49e4-aeab-0f403048ced2,"Collective Wisdom Technologies, Inc.",-1.0,0.0,-1.0,1.0
f3df8f76-62c8-4310-87d4-13abebe9d387,,1.0,0.0,1.0,1.0
5af69d60-57e8-0136-1a6d-0242ac111507,,2.0,0.0,2.0,2.0
9c26cdc7-d36b-4461-b606-78db544cb669,Tom Hensel,-1.0,0.0,-1.0,1.0
728cf930-38b4-0136-0954-0242ac11150c,Shawbrook Bank Limited,-1.0,44.0,-45.0,45.0
0be7b0c9-4e56-4380-ac77-3cfa2a43d098,Cypher Learning,2.0,3.0,-1.0,1.0
ecf4c440-9bec-0135-3b4c-0242ac116712,Simple Revolution,4.0,3.0,1.0,1.0
fbcbe880-d6e9-0135-8a1f-0242ac11570b,We Team Security,-2.0,0.0,-2.0,2.0
3438a820-5225-0136-bdcf-0242ac111508,MobiledgeX,16.0,19.0,-3.0,3.0
e3f93a40-6560-0136-57a4-0242ac115610,이 근배,2.0,3.0,-1.0,1.0
7fe8aa20-89ed-0136-792c-0242ac11670d,Emily Reed,1.0,2.0,-1.0,1.0
379dc450-bdb4-0135-a7af-0242ac11150b,Two Chairs,5.0,2.0,3.0,3.0
f60e4c23-32ba-4702-b10f-308d3b371025,Spitball,-1.0,0.0,-1.0,1.0
d8f59cc0-aa34-0135-a513-0242ac112c0a,,1.0,0.0,1.0,1.0
08814e03-5a59-4652-a85f-a666485e664e,TozziniFreire,4.0,0.0,4.0,4.0
4f125331-069f-48cb-805c-eeb76f1f622a,Mauricio Ibarra,0.0,1.0,-1.0,1.0
ffb2ef02-c531-4628-9cf5-8e272a8b7e26,IOS Partners,-2.0,0.0,-2.0,2.0
ca565814-66f2-495c-bb43-6a3cb4e20156,"Silver Capital Investments, LLC",-1.0,0.0,-1.0,1.0
b2484c56-3d04-40dc-86be-bf1765b8749f,Panda Exchange,-8.0,0.0,-8.0,8.0
7842c28c-e3a1-427b-8bc6-80b79b245b41,Open Listings,47.0,38.0,9.0,9.0
30a30890-8a97-0134-395c-4a7677d9e2d1,Epro,1.0,0.0,1.0,1.0
0fcae7b0-f8ce-0135-7e96-0242ac114a09,La Confitería,1.0,0.0,1.0,1.0
3c7f73d0-8cf6-0135-8711-0242ac115107,AEG Worldwide,-1.0,0.0,-1.0,1.0
fb59988a-79e4-4b2e-b0e5-a41a60f72074,Beautiful Mandarin,-1.0,0.0,-1.0,1.0
a2574cc0-5714-0134-efaa-5259ca8b0f1a,Opportunity International EduFinance UK,-2.0,0.0,-2.0,2.0
c2b161f4-a5a8-4b15-8328-249e8dc0c5b9,ZDHC,1.0,2.0,-1.0,1.0
f13160a6-4617-41fc-b8c7-ddc15f90fef4,Tamar Labs,-1.0,0.0,-1.0,1.0
1be48e85-e2f0-4500-8935-eeb4da08b134,"Cheetah Digital, Inc.",68.0,47.0,21.0,21.0
33306dc8-61d7-41a0-a11a-755f6ff150cf,tpt shipbrokers int ltd,6.0,0.0,6.0,6.0
9f58e5cb-66e5-43cd-bd68-54527dd7b523,百威英博（中国）销售有限公司,-3.0,0.0,-3.0,3.0
8501bd46-0b01-4aff-b4b6-4720d543d01d,,2.0,0.0,2.0,2.0
df432960-8706-0136-9110-0242ac11720c,Unbabel,4.0,11.0,-7.0,7.0
dee8de5a-dc57-44b6-a264-1a783f51d01f,www.Gi.xyz,1.0,2.0,-1.0,1.0
23ecacd0-49d5-0135-d438-0242ac11130b,,1.0,0.0,1.0,1.0
6cb20e4d-c69f-421a-9337-5d176d26986d,Blingby,-2.0,0.0,-2.0,2.0
4aa56310-5ed6-0135-859f-0242ac112610,M Catalog,5.0,0.0,5.0,5.0
d23762f2-75ed-4d30-bdae-100332660277,Wayfair,-15.0,0.0,-15.0,15.0
54f8cf6e-de0b-4d66-b2e7-7643642848f1,Grupo Inverlevvy,2.0,0.0,2.0,2.0
ef061c90-9bfc-0135-63da-0242ac115105,Anthony Pinto,3.0,2.0,1.0,1.0
3cd62fd6-c636-4e57-8e53-5f8c87b13664,Wexer Virtual,-2.0,0.0,-2.0,2.0
48b858ee-2b91-47d3-8d00-7c3c0be14bb6,"Vonage Business, Inc",0.0,12.0,-12.0,12.0
1703a987-76a9-4bdb-b9c1-efb0d708c1e3,Ekko,-3.0,0.0,-3.0,3.0
586d68f5-297d-44fe-9596-cbcc805acee8,IDT Corporation,6.0,12.0,-6.0,6.0
6dede5ce-d18f-45f4-8460-aa336b2066ec,495 Communications (Travel Savvy),-3.0,0.0,-3.0,3.0
7e94f540-1e2e-0135-965b-0242ac113d09,Capstone,-7.0,0.0,-7.0,7.0
0e622854-61e4-46e2-b144-03b6bf1dd606,PT Bizzy Commerce Indonesia,347.0,423.0,-76.0,76.0
2901dbdc-5918-4315-9541-66a52df6eec1,Transcita Colombia SAS,-10.0,0.0,-10.0,10.0
dbe7defc-023c-4375-8477-362dbb034495,PEN/Faulkner Foundation,-2.0,4.0,-6.0,6.0
fe85bd16-2874-4a69-b603-c103083b3352,Secure RF,-1.0,0.0,-1.0,1.0
37640e10-7f6d-0134-d1d9-66bda0329622,RelationEdge,6.0,2.0,4.0,4.0
78efe683-2110-49f0-a15c-b6f84a2c2e74,,1.0,0.0,1.0,1.0
31343ec0-f62b-0134-f530-0242ac113508,Inspiral,-1.0,0.0,-1.0,1.0
9c23f75a-058c-4c5c-b25f-ae1ad92a4e7c,Forte Software,-5.0,0.0,-5.0,5.0
445db43e-9e01-4c65-a03f-16d473541d8e,上海奈时空间设计有限公司,1.0,0.0,1.0,1.0
2310ccf0-a16f-0135-37a2-0242ac115613,Preciate,11.0,1.0,10.0,10.0
69346516-e387-4720-80e0-68bc46cec0b1,"PSK, Inc.",-1.0,0.0,-1.0,1.0
e1c59abe-ded8-46e0-be58-7af0bde714f5,Umbra 3D,-3.0,0.0,-3.0,3.0
681d85b0-7c14-0135-6697-0242ac112c08,Plexus,-2.0,0.0,-2.0,2.0
a27552e0-dc4d-0135-8c8c-0242ac11570b,Hyperion LLC,0.0,1.0,-1.0,1.0
13fd71d2-ef1e-4583-be14-182ab53c62c3,Arlo Solutions,-1.0,0.0,-1.0,1.0
7ffe7581-4921-4341-9bd6-8ec70e321bb3,Lucid,8.0,23.0,-15.0,15.0
8eb4f090-718b-0136-5c11-0242ac116709,,1.0,0.0,1.0,1.0
83a39ea0-e7e8-0134-41bc-0242ac112c06,Specialized,2.0,1.0,1.0,1.0
23ad0fbb-1d7c-4fdc-9863-80b26644b47d,Le Labo Fragrances,-5.0,0.0,-5.0,5.0
8b67eb43-1cdc-448f-8949-c6c36c4f96be,Medal B.V.,0.0,3.0,-3.0,3.0
31343730-3934-4323-9830-393538323134,The Investment Integration Project,-2.0,0.0,-2.0,2.0
7a062fcf-ee8d-4ac5-ab5f-de5ccc0503d9,"Vir Biotechnology, Inc.",-4.0,0.0,-4.0,4.0
e2dd6609-381f-4479-8d6c-c6719c8f9c19,,1.0,0.0,1.0,1.0
7f7b7830-8715-48e7-8042-ceaf22c091e0,DANIEL OSMAN,1.0,2.0,-1.0,1.0
15e9f310-4d85-0135-dd8e-0242ac11130b,주식회사 파나막스,0.0,2.0,-2.0,2.0
3d96b880-e6a7-0133-8926-7683b584c7a1,Suru Pty Ltd,-1.0,0.0,-1.0,1.0
643b5354-4afc-4d4f-be1f-19bb28bd2d32,Babel-Team,14.0,13.0,1.0,1.0
c548b285-ffcb-4873-a014-f27358fe4751,Weborama Mexico,0.0,4.0,-4.0,4.0
0480dcde-87e9-4e4d-adf0-03406786c081,"Firewood Marketing, Inc.",6.0,19.0,-13.0,13.0
3bc4cd33-448e-4023-bd91-81e77393b3d1,,1.0,0.0,1.0,1.0
755cb8b4-cecc-443f-a1b5-3721c85af070,José Reyes Jiménez,2.0,1.0,1.0,1.0
6b4c1f60-96d5-0136-f1b7-0242ac115706,,2.0,0.0,2.0,2.0
40d34e4f-1b10-437b-915f-6c21e7880460,LCI Education – Global Admissions,2.0,6.0,-4.0,4.0
e35663b0-838c-0135-fcc8-0242ac115106,"Gold/Ross Productions,LLC",-1.0,0.0,-1.0,1.0
ecada210-317e-0136-dd1a-0242ac11210b,Independente Capital,0.0,1.0,-1.0,1.0
7b78b682-32f9-4a93-a865-b2d0cca2c4d2,88insurtech,0.0,1.0,-1.0,1.0
82217928-1e78-488f-9108-b3a00863bd35,MPM Companies LP,-2.0,0.0,-2.0,2.0
42395540-a841-0132-f0a2-3e43175f36fb,Nuxeo,1.0,0.0,1.0,1.0
e68a3160-8958-0136-0ddc-0242ac111c0f,Put It Forward,2.0,8.0,-6.0,6.0
8e182867-108b-4f7d-9fcb-e72dfe77d26e,IFM,0.0,4.0,-4.0,4.0
23619f90-924f-0136-2eef-0242ac114a0f,,1.0,0.0,1.0,1.0
dd383f8d-27db-400e-b178-55e5c91fa675,Charity Miles,-5.0,0.0,-5.0,5.0
54c7bdd0-6d51-0136-0e20-0242ac111507,Clau Legal,0.0,1.0,-1.0,1.0
e909bc74-56b0-4713-b2c4-80bd87cb58b4,EIT Health,0.0,2.0,-2.0,2.0
0a6b5d80-bcb8-0135-a265-0242ac112c0c,HOUSE OF BRANDS INTERNATIONAL,5.0,2.0,3.0,3.0
cadc94b0-7b5f-0136-7ba5-0242ac116708,我爻信息科技（上海）有限公司,4.0,13.0,-9.0,9.0
8820c790-6e6f-0136-7819-0242ac115706,PRNCPL,-1.0,2.0,-3.0,3.0
6b973100-8200-0136-6d16-0242ac117209,Michael Frankovich,1.0,2.0,-1.0,1.0
8eccfde2-e5b6-41e5-a270-f8be1041d9c2,LOPES,-2.0,0.0,-2.0,2.0
4e6f2d49-4cb8-41a2-8b63-f3986658649e,上海奇点人才服务有限公司,6.0,13.0,-7.0,7.0
4c68d932-b152-4376-8b50-2e036742d5bd,Uber do Brasil - SP,33.0,118.0,-85.0,85.0
0b1e77cf-f980-4472-bc86-2dd9f08bcb31,EVENTPRO GROUP,-1.0,0.0,-1.0,1.0
f36ff80f-ec7d-4f2f-8453-606835f24530,Bienvendido,5.0,11.0,-6.0,6.0
3d6504fb-832c-4654-976d-546ec55f406a,IPG,0.0,1.0,-1.0,1.0
13b4b56f-0c64-4b67-b20d-4dedb37333ef,Exponential,2.0,4.0,-2.0,2.0
4c161d63-3b28-44b3-91b4-a8b6d80e2b4e,Uncharted Partners,10.0,24.0,-14.0,14.0
37ed6c35-8738-4078-8674-2c5b91224179,上海学寅教育科技有限公司,8.0,7.0,1.0,1.0
1b7fe2d6-e6bf-46f7-9807-77bd4ab34ba0,StyleHaul,-4.0,0.0,-4.0,4.0
e8f54f1c-1815-4c77-8d30-7f9412f64fba,Jorge Casares Zambrano,1.0,2.0,-1.0,1.0
1c703146-c0bb-4e9e-b0a8-810ddd90c74f,atompayroll.com,2.0,3.0,-1.0,1.0
4c5395a0-18c3-0135-7db8-0242ac11350b,"FOCUS, A Leonine Business",-1.0,0.0,-1.0,1.0
ef6ee2cc-f78a-4c95-bd3a-46e312b70fb1,INDEX EXCHANGE,38.0,15.0,23.0,23.0
2b5ce66d-ca43-478f-a5b7-961f2311ced3,Luis Sillas,-4.0,2.0,-6.0,6.0
be177190-29c5-0136-d98d-0242ac112109,Victoria Rossihin,0.0,1.0,-1.0,1.0
a4e18c00-fd38-0134-d96f-0242ac113507,Approved Epass Traffic School,0.0,1.0,-1.0,1.0
6d08f934-8f8b-4d4b-b63a-d28cd3ba01de,Guilherme Pontes,-1.0,0.0,-1.0,1.0
b1c20cc3-f886-4054-937b-6f03cde7445b,3i Digital,0.0,3.0,-3.0,3.0
d7984450-df33-0133-6af7-667449ecedb0,Team Finland,-2.0,0.0,-2.0,2.0
7dfd4930-1e82-0135-8752-0242ac11260e,talentformation.com GmbH,0.0,7.0,-7.0,7.0
4afecbea-c076-4a54-9f54-5edce6316ec1,Learning Hub,-1.0,0.0,-1.0,1.0
9618f070-60fa-0136-654c-0242ac115611,Fintiv Tech,7.0,2.0,5.0,5.0
5bc71410-89bf-0134-a057-36240e68000e,Vielka Hoy Consulting,-2.0,0.0,-2.0,2.0
ac157950-f123-0135-affd-0242ac111c07,University Application Consulting,0.0,1.0,-1.0,1.0
0e87c374-2aed-4318-9b2d-b6bf605872ef,Quintessentially,4.0,8.0,-4.0,4.0
867253b1-b04c-4d0a-bf1e-0f4f2afdcea4,Fintechne,0.0,1.0,-1.0,1.0
c2953060-f2cd-0135-eceb-0242ac116708,Milltown Partners,6.0,8.0,-2.0,2.0
8cc94bce-2bf6-4ca0-882c-6945727ebef6,Poder.io MX,4.0,8.0,-4.0,4.0
2f3455f0-7e52-0136-a9e6-0242ac11720f,The Engine is Red,5.0,8.0,-3.0,3.0
0d23d350-e771-0130-c5cb-46fffbde83a2,Time Out America LLC,-5.0,0.0,-5.0,5.0
2ad24830-3874-4e22-879c-dbbe450f5849,Qlicar,0.0,3.0,-3.0,3.0
83974f90-ebc3-0135-1ee9-0242ac111511,Prototype Studio,-1.0,0.0,-1.0,1.0
85f48980-66b6-0136-95ca-0242ac11150d,JMC Holdings LLC,2.0,0.0,2.0,2.0
4c2baf9e-3b55-444b-9bb3-13c3dcfac81e,Major Lindsey & Africa,20.0,22.0,-2.0,2.0
9e2172d0-e029-0134-54c9-0242ac112c0a,IKINDI INC,1.0,0.0,1.0,1.0
7b6bee7e-5754-403b-8160-3ff70254fd3b,Clifton Private Finance Limited,-2.0,0.0,-2.0,2.0
8577d0d5-e4d1-4ee2-b882-f09810f171cd,,10.0,0.0,10.0,10.0
2d1e3298-5c82-4009-84d2-2fc0fdd0b855,Veridian,3.0,6.0,-3.0,3.0
fc8103f3-7a32-48d6-a40f-39fecb355404,TripActions,9.0,148.0,-139.0,139.0
b878cd80-89d8-0135-b448-0242ac115107,Nectar Sleep,4.0,6.0,-2.0,2.0
4c4aedb4-1e13-422c-afca-4945f76db1cd,MyDevices,0.0,2.0,-2.0,2.0
2b2f423a-1ee7-48d0-b449-112d89c58517,GO1,4.0,10.0,-6.0,6.0
1aa34ea0-e4d5-0134-a943-0242ac113507,,1.0,0.0,1.0,1.0
32b74497-ace5-4e9f-876b-94fb75409736,MUN,-1.0,0.0,-1.0,1.0
dfad84a0-86cb-0136-fbb2-0242ac115706,,2.0,0.0,2.0,2.0
69eb4fe0-43ee-0135-0a16-0242ac112609,Genomma Lab USA,-1.0,0.0,-1.0,1.0
5f8ee310-96d3-0135-63f4-0242ac116706,有限会社イラスティック,-3.0,0.0,-3.0,3.0
adfdca30-b673-0134-a6a4-0242ac113508,Moishe House-Berkeley,-1.0,0.0,-1.0,1.0
b636c144-bdb3-48e8-b3a4-72a625ed82ee,Journey HR,-2.0,0.0,-2.0,2.0
addfc441-1b35-4449-b894-db4feae64d6c,上海熠蕤文化传播有限公司,-8.0,0.0,-8.0,8.0
5e1506c6-dc90-4dd2-91b7-ff68cf8bbb0d,Helpful Human,14.0,30.0,-16.0,16.0
d5a42000-6bf8-0136-77e7-0242ac11210d,geekend deepot,0.0,4.0,-4.0,4.0
ec2e8625-db28-4633-ab10-b7f5c61f927f,ProCoaching Professional Services,1.0,2.0,-1.0,1.0
a63eca50-791d-0136-78a0-0242ac112112,,2.0,0.0,2.0,2.0
3107c132-8cb7-4c3f-a96f-ccbfc1fec29d,Uber do Brasil Tecnologia Ltda.,-17.0,0.0,-17.0,17.0
0d076aa0-72e5-0134-3d50-529f4a0fdcdf,Netquest,-2.0,0.0,-2.0,2.0
631c0010-0a9d-0136-9397-0242ac114a0e,,54.0,0.0,54.0,54.0
2c66e830-973a-0135-7490-0242ac115107,Kate Saker inc,0.0,1.0,-1.0,1.0
fb74f189-b4e2-4f17-b1a6-790d1b51ce32,Industrial Illusions,5.0,20.0,-15.0,15.0
badd0e00-9473-0135-185f-0242ac11570b,Mario Criales & Abogados Asociados S.AS,-11.0,0.0,-11.0,11.0
b22b3974-0c02-4028-9704-6b9405364064,Apeiron Sumus,0.0,7.0,-7.0,7.0
20dcb1b0-4593-0136-3fae-0242ac112106,OPS PARK,0.0,3.0,-3.0,3.0
28414150-8803-0136-0b6a-0242ac111c0f,吕智权,6.0,5.0,1.0,1.0
110f80f0-7222-4d47-9ffa-6544dedd6147,SmartBiz,5.0,18.0,-13.0,13.0
61fe3c10-8d34-0136-9b6a-0242ac11720c,BlackLake Security,3.0,7.0,-4.0,4.0
f9484100-76ea-0136-be50-0242ac111512,GSIX SpA,1.0,3.0,-2.0,2.0
29fac4e0-7cb9-0136-7ea1-0242ac112112,Rappi Monterrey,11.0,21.0,-10.0,10.0
82d8583d-ee10-43b6-bfbf-136635d6e4d1,Avolar,4.0,9.0,-5.0,5.0
b0544880-dca0-0134-00b6-0242ac11350c,Caisse des Depots,363.0,362.0,1.0,1.0
e9dc0ec9-59a4-4c9a-bc0f-4f47181283c2,One Source Solicitor,2.0,3.0,-1.0,1.0
8b486c8e-2436-4032-b212-097bc224be32,Digisure,2.0,4.0,-2.0,2.0
6181ce70-6cdc-0136-4cf2-0242ac112c0d,Agape Red,1.0,0.0,1.0,1.0
2f40fe07-7d2b-4e31-97ed-be40b0427b1c,180 West,-1.0,0.0,-1.0,1.0
